- - [17/Aug/2020:13:48:08] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD1SL1FF5ADFF10393 HTTP 1.1" 200 2315 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 102
- - [19/Aug/2020:09:57:17] "GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 467 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-11&productId=SC-MG-G10" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 510
- - [19/Aug/2020:09:57:19] "POST /cart.do?action=view&itemId=EST-12&productId=SC-MG-G10&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 806 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-12&productId=SC-MG-G10" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 258
- - [19/Aug/2020:09:57:21] "POST /oldlink?itemId=EST-6&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 1304 "http://www.buttercupgames.com/product.screen?productId=BS-AG-G09" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 198
- - [19/Aug/2020:09:57:21] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 761 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-7&productId=WC-SH-G04" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 612
- - [19/Aug/2020:09:57:22] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 1109 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=MB-AG-G07" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 802
- - [19/Aug/2020:09:57:23] "GET /oldlink?itemId=EST-11&JSESSIONID=SD5SL4FF7ADFF23590 HTTP 1.1" 200 2159 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 526
- - [20/Aug/2020:04:48:49] "POST /oldlink?itemId=EST-17&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 2934 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 943
- - [20/Aug/2020:04:48:49] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 292 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 826
- - [20/Aug/2020:04:48:51] "POST /cart.do?action=addtocart&itemId=EST-26&productId=WC-SH-G04&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1925 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 712
- - [20/Aug/2020:04:48:51] "POST /cart.do?action=purchase&itemId=EST-26&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1861 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-26&categoryId=SHOOTER&productId=WC-SH-G04" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 712
- - [20/Aug/2020:04:48:51] "POST /cart/success.do?JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1523 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-26" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 456
- - [20/Aug/2020:04:48:50] "GET /category.screen?categoryId=NULL&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 500 2557 "http://www.buttercupgames.com/oldlink?itemId=EST-15" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 192
- - [20/Aug/2020:04:48:51] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1943 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 475
- - [20/Aug/2020:04:48:52] "POST /cart.do?action=addtocart&itemId=EST-18&productId=DC-SG-G02&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 368 "http://www.buttercupgames.com/product.screen?productId=DC-SG-G02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 348
- - [20/Aug/2020:04:48:52] "POST /cart.do?action=purchase&itemId=EST-18&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1834 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-18&categoryId=STRATEGY&productId=DC-SG-G02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 443
- - [20/Aug/2020:04:48:53] "POST /cart/success.do?JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 275 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-18" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 841
- - [20/Aug/2020:04:48:52] "GET /cart.do?action=view&itemId=EST-12&productId=DB-SG-G01&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 662 "http://www.buttercupgames.com/oldlink?itemId=EST-12" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 926
- - [20/Aug/2020:04:48:53] "GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 3081 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 872
- - [20/Aug/2020:04:48:54] "POST /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 3751 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 749
- - [20/Aug/2020:04:48:54] "GET /cart.do?action=view&itemId=EST-14&productId=SC-MG-G10&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 1661 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=SC-MG-G10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 296
- - [20/Aug/2020:04:48:55] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 651 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 160
- - [20/Aug/2020:04:48:55] "GET /oldlink?itemId=EST-16&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 3874 "http://www.buttercupgames.com/product.screen?productId=SC-MG-G10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 907
- - [20/Aug/2020:04:48:57] "GET /cart.do?action=remove&itemId=EST-19&productId=PZ-SG-G05&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 3452 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 105
- - [20/Aug/2020:04:48:57] "GET /cart.do?action=view&itemId=EST-21&productId=WC-SH-A01&JSESSIONID=SD7SL10FF1ADFF29263 HTTP 1.1" 200 3797 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-21&productId=WC-SH-A01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 956
- - [20/Aug/2020:14:20:17] "GET /oldlink?itemId=EST-13&JSESSIONID=SD1SL8FF2ADFF31516 HTTP 1.1" 200 2685 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 680
- - [20/Aug/2020:14:20:19] "GET /stuff/logo.ico?JSESSIONID=SD1SL8FF2ADFF31516 HTTP 1.1" 404 1987 "http://www.buttercupgames.com/category.screen?categoryId=NULL" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 173
- - [20/Aug/2020:23:29:08] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 200 2247 "http://www.buttercupgames.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 482
- - [20/Aug/2020:23:29:08] "POST /oldlink?itemId=EST-6&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 408 2046 "http://www.buttercupgames.com/oldlink?itemId=EST-6" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 779
- - [20/Aug/2020:23:29:09] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 200 3076 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 389
- - [20/Aug/2020:23:29:09] "POST /cart.do?action=addtocart&itemId=EST-13&productId=DC-SG-G02&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 200 2395 "http://www.buttercupgames.com/product.screen?productId=DC-SG-G02" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 892
- - [20/Aug/2020:23:29:11] "POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 200 3894 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=STRATEGY&productId=DC-SG-G02" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 326
- - [20/Aug/2020:23:29:11] "POST /cart/error.do?msg=CreditNotAccepted&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 200 946 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 127
- - [20/Aug/2020:23:29:10] "GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD5SL3FF6ADFF34123 HTTP 1.1" 406 1289 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 840
- - [21/Aug/2020:09:28:21] "GET /oldlink?itemId=EST-18&JSESSIONID=SD1SL5FF4ADFF36986 HTTP 1.1" 200 920 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 196
- - [22/Aug/2020:02:25:05] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 663 "http://www.yahoo.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 386
- - [22/Aug/2020:02:25:05] "POST /product.screen?productId=SF-BVS-G01&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 408 1151 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 519
- - [22/Aug/2020:02:25:06] "GET /product.screen?productId=FS-SG-G03&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 3433 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-27&productId=FS-SG-G03" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 817
- - [22/Aug/2020:02:25:06] "GET /product.screen?productId=CU-PG-G06&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 1394 "http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-21&productId=CU-PG-G06" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 733
- - [22/Aug/2020:02:25:07] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 3224 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 976
- - [22/Aug/2020:02:25:07] "GET /oldlink?itemId=EST-27&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 2424 "http://www.buttercupgames.com/product.screen?productId=BS-AG-G09" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 563
- - [22/Aug/2020:02:25:08] "GET /oldlink?itemId=EST-18&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 2209 "http://www.buttercupgames.com/category.screen?categoryId=SIMULATION" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 398
- - [22/Aug/2020:02:25:09] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 200 451 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-12&productId=DC-SG-G02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 945
- - [22/Aug/2020:02:25:09] "GET /oldlink?itemId=EST-15&JSESSIONID=SD3SL3FF7ADFF41740 HTTP 1.1" 503 2328 "http://www.buttercupgames.com/oldlink?itemId=EST-15" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 394
- - [23/Aug/2020:14:01:32] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 1428 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 428
- - [23/Aug/2020:14:01:34] "GET /cart.do?action=view&itemId=EST-27&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 500 1831 "http://www.buttercupgames.com/oldlink?itemId=EST-27" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 460
- - [23/Aug/2020:14:01:35] "GET /cart.do?action=view&itemId=EST-21&productId=MB-AG-T01&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 1922 "http://www.buttercupgames.com/category.screen?categoryId=TEE" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 787
- - [23/Aug/2020:14:01:36] "GET /oldlink?itemId=EST-13&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 1109 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&productId=FS-SG-G03" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 794
- - [23/Aug/2020:14:01:36] "GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 1256 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A02" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 619
- - [23/Aug/2020:14:01:37] "POST /product.screen?productId=MB-AG-T01&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 211 "http://www.buttercupgames.com/category.screen?categoryId=TEE" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 308
- - [23/Aug/2020:14:01:39] "POST /cart.do?action=addtocart&itemId=EST-12&productId=MB-AG-T01&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 2173 "http://www.buttercupgames.com/product.screen?productId=MB-AG-T01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 917
- - [23/Aug/2020:14:01:40] "POST /cart.do?action=purchase&itemId=EST-12&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 317 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&categoryId=TEE&productId=MB-AG-T01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 145
- - [23/Aug/2020:14:01:40] "POST /cart/error.do?msg=CreditNotAccepted&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 1261 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 619
- - [23/Aug/2020:14:01:38] "GET /category.screen?categoryId=SPORTS&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 3630 "http://www.buttercupgames.com/category.screen?categoryId=SPORTS" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 906
- - [23/Aug/2020:14:01:38] "GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD3SL8FF3ADFF51749 HTTP 1.1" 200 740 "http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-14&productId=FI-AG-G08" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 671
- - [23/Aug/2020:17:05:07] "POST /oldlink?itemId=EST-12&JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 2296 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 461
- - [23/Aug/2020:17:05:08] "POST /product.screen?productId=MB-AG-G07&JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 644 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 880
- - [23/Aug/2020:17:05:08] "POST /cart.do?action=addtocart&itemId=EST-13&productId=MB-AG-G07&JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 2353 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 575
- - [23/Aug/2020:17:05:09] "POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 2303 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=ARCADE&productId=MB-AG-G07" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 568
- - [23/Aug/2020:17:05:09] "POST /cart/success.do?JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 1524 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 157
- - [23/Aug/2020:17:05:08] "GET /cart.do?action=view&itemId=EST-7&productId=WC-SH-T02&JSESSIONID=SD7SL2FF5ADFF52756 HTTP 1.1" 200 275 "http://www.buttercupgames.com/product.screen?productId=WC-SH-T02" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 681
